con.taxonomy,res.taxonomy,con.mass.mean.g.,res.mass.mean.g.,interaction.dimensionality
Astrotoma agassizii,Paraeuchaeta antarctica,4.2,0.0081,3D
Astrotoma agassizii,Eucopia australis,4.2,4.7,3D
Astrotoma agassizii,Euchaetomera antarcticus,4.2,0.084,3D
Astrotoma agassizii,Antarctomysis maxima,4.2,13,3D
Astrotoma agassizii,Conchoecia hettacra,4.2,4.4e-4,3D
Astrotoma agassizii,Alacia hettacra,4.2,4.4e-4,2D
Astrotoma agassizii,Alacia belgicae,4.2,4.4e-4,2D
Astrotoma agassizii,Metaconchoecia isocheira,4.2,4.4e-4,2D
Astrotoma agassizii,Boroecia antipoda,4.2,4.4e-4,2D
Astrotoma agassizii,Conchoecia antipoda,4.2,4.4e-4,3D
Astrotoma agassizii,Pelagobia longicirrata,4.2,0.0019,2D
Astrotoma agassizii,Laetmonice producta,4.2,110,2D
Astrotoma agassizii,Harmothoe spinosa,4.2,6.1,2D
Astrotoma agassizii,Harmothoe crosetensis,4.2,5.8,2D
Astrotoma agassizii,Harmotoe hartmanae,4.2,5.8,2D
Astrotoma agassizii,Polyeunoa laevis,4.2,15,2D
Astrotoma agassizii,Barrukia cristata,4.2,3.9,2D
Astrotoma agassizii,Eulagisca gigantea,4.2,200,2D
Astrotoma agassizii,Eunoe spica,4.2,4.2,2D
Astrotoma agassizii,Eunoe hartmanae,4.2,57,2D
Astrotoma agassizii,Eunoe spica spicoides,4.2,7.1,2D
Astrotoma agassizii,Vanadis antarctica,4.2,0.0039,2D
Astrotoma agassizii,Pista spinifera,4.2,0.24,2D
Astrotoma agassizii,Phyllocomus crocea,4.2,0.47,2D
Astrotoma agassizii,Terebella ehlersi,4.2,0.24,2D
Astrotoma agassizii,Eucranta mollis,4.2,4.7,2D
Astrotoma agassizii,Sterechinus neumayeri,4.2,2.9,2D
Astrotoma agassizii,Sterechinus antarcticus,4.2,8.5,2D
Astrotoma agassizii,Mesothuria lactea,4.2,0.066,2D
Astrotoma agassizii,Achlyonice violaecuspidata,4.2,0.15,2D
Astrotoma agassizii,Bathyplotes gourdoni,4.2,4.8,2D
Astrotoma agassizii,Bathyplotes bongraini,4.2,4.8,2D
Astrotoma agassizii,Scotoplanes globosa,4.2,0.024,2D
Astrotoma agassizii,Molpadia musculus,4.2,2.3,2D
Astrotoma agassizii,Ypsilocucumis turricata,4.2,0.69,2D
Astrotoma agassizii,Psolidium incertum,4.2,0.043,2D
Astrotoma agassizii,Trachythyone parva,4.2,0.043,2D
Astrotoma agassizii,Laetmogone wyvillethompsoni,4.2,0.01,2D
Astrotoma agassizii,Pseudostichopus mollis,4.2,0.043,2D
Astrotoma agassizii,Pseudostichopus villosus,4.2,0.043,2D
Astrotoma agassizii,Elpidia glacialis,4.2,0.01,2D
Astrotoma agassizii,Chiridota weddellensis,4.2,2.3,2D
Astrotoma agassizii,Ekmocucumis steineni,4.2,2.3,2D
Astrotoma agassizii,Ekmocucumis turqueti,4.2,2.3,2D
Astrotoma agassizii,Abyssocucumis liouvillei,4.2,0.15,2D
Astrotoma agassizii,Psolus dubiosus,4.2,0.085,2D
Astrotoma agassizii,Psolus charcoti,4.2,0.062,2D
Astrotoma agassizii,Psolus antarcticus,4.2,0.085,2D
Astrotoma agassizii,Echinopsolus acanthocola,4.2,0.0081,2D
Astrotoma agassizii,Ekmocucumis turqueti turqueti,4.2,19,2D
Astrotoma agassizii,Taeniogyrus contortus,4.2,0.085,2D
Astrotoma agassizii,Silicularia rosea,4.2,0.0022,2D
Astrotoma agassizii,Tubularia ralphii,4.2,0.029,2D
Astrotoma agassizii,Oswaldella antarctica,4.2,1.3,2D
Astrotoma agassizii,Monocaulus parvula,4.2,2.8,2D
Astrotoma agassizii,Bargmannia,4.2,0.012,3D
Astrotoma agassizii,Primnoisis antarctica,4.2,1.5,2D
Astrotoma agassizii,Gersemia antarctica,4.2,5800,2D
Astrotoma agassizii,Clavularia frankiliana,4.2,0.085,2D
Astrotoma agassizii,Primnoella,4.2,0.13,2D
Astrotoma agassizii,Ainigmaptilon antarcticus,4.2,0.13,2D
Astrotoma agassizii,Armadillogorgia cyathella,4.2,0.13,2D
Astrotoma agassizii,Alcyonium antarcticum,4.2,0.13,2D
Astrotoma agassizii,Anthomastus bathyproctus,4.2,1.3,2D
Astrotoma agassizii,Clione limacina,4.2,0.014,3D
Astrotoma agassizii,Clione antarctica,4.2,0.1,3D
Astrotoma agassizii,Clio pyramidata,4.2,0.017,3D
Astrotoma agassizii,Limacina helicina antarctica,4.2,9.4e-5,3D
Astrotoma agassizii,Cyclocardia astartoides,4.2,3e-5,2D
Astrotoma agassizii,Yolida eightsi,4.2,0.023,2D
Astrotoma agassizii,Laternula elliptica,4.2,0.55,2D
Astrotoma agassizii,Limopsis lillei,4.2,0.0046,2D
Astrotoma agassizii,Limopsis marionensis,4.2,0.35,2D
Astrotoma agassizii,Lissarca notorcadensis,4.2,5.6e-4,2D
Astrotoma agassizii,Cinachyra antarctica,4.2,0.18,2D
Astrotoma agassizii,Cinachyra barbata,4.2,0.18,2D
Astrotoma agassizii,Bathydorus spinosus,4.2,1.2,2D
Astrotoma agassizii,Iophon radiatus,4.2,2.3,2D
Astrotoma agassizii,Kirkpatrickia variolosa,4.2,45,2D
Astrotoma agassizii,Rossella racovitzae,4.2,45,2D
Astrotoma agassizii,Stylocordyla borealis,4.2,45,2D
Astrotoma agassizii,Homaxinella balfourensis,4.2,2.3,2D
Astrotoma agassizii,Scolymastra joubini,4.2,720,2D
Astrotoma agassizii,Latrunculia apicalis,4.2,1,2D
Astrotoma agassizii,Latrunculia brevis,4.2,1,2D
Astrotoma agassizii,Tetilla leptoderma,4.2,30,2D
Astrotoma agassizii,Haliclona dancoi,4.2,5.6,2D
Astrotoma agassizii,Mycale acerata,4.2,12,2D
Astrotoma agassizii,Rossella antarctica,4.2,12,2D
Astrotoma agassizii,Rossella tarenja,4.2,12,2D
Astrotoma agassizii,Haliclona tenella,4.2,5.6,2D
Astrotoma agassizii,Clathria pauper,4.2,2.3,2D
Astrotoma agassizii,Calyx arcuarius,4.2,2.3,2D
Astrotoma agassizii,Isodyctia toxophila,4.2,5.6,2D
Astrotoma agassizii,Isodyctia cavicornuta,4.2,5.6,2D
Astrotoma agassizii,Isodyctia steifera,4.2,5.6,2D
Astrotoma agassizii,Axociella nidificata,4.2,6.5,2D
Astrotoma agassizii,Rossella nuda,4.2,300,2D
Astrotoma agassizii,Tentorium papillatum,4.2,5.6,2D
Astrotoma agassizii,Tentorium semisuberites,4.2,5.6,2D
Astrotoma agassizii,Tedania oxeata,4.2,5.6,2D
Astrotoma agassizii,Tedania tantulata,4.2,5.6,2D
Astrotoma agassizii,Tedania vanhoeffeni,4.2,5.6,2D
Astrotoma agassizii,Phorbas areolatus,4.2,1.2,2D
Astrotoma agassizii,Phorbas glaberrima,4.2,1.2,2D
Astrotoma agassizii,Polymastia invaginata,4.2,0.92,2D
Astrotoma agassizii,Polymastia isidis,4.2,0.92,2D
Astrotoma agassizii,Anoxycalyx joubini,4.2,720,2D
Astrotoma agassizii,Flustra angusta,4.2,0.69,2D
Astrotoma agassizii,Camptoplites tricornis,4.2,0.69,2D
Astrotoma agassizii,Nematoflustra flagellata,4.2,5.6,2D
Astrotoma agassizii,Austroflustra vulgaris,4.2,0.15,2D
Astrotoma agassizii,Melicerita obliqua,4.2,0.69,2D
Astrotoma agassizii,Systenopora contracta,4.2,30,2D
Astrotoma agassizii,Flustra antarctica,4.2,5.6,2D
Astrotoma agassizii,Fasciculiporoides ramosa,4.2,1.2,2D
Astrotoma agassizii,Reteporella hippocrepis,4.2,2.3,2D
Astrotoma agassizii,Lageneschara lyrulata,4.2,0.085,2D
Astrotoma agassizii,Isoschizoporella tricuspis,4.2,0.69,2D
Astrotoma agassizii,Caulastraea curvata,4.2,0.69,2D
Astrotoma agassizii,Chondriovelum adeliense,4.2,0.69,2D
Astrotoma agassizii,Bostrychopora dentata,4.2,0.085,2D
Astrotoma agassizii,Phytodetritus,4.2,-999,2D
Astrotoma agassizii,Sediment,4.2,-999,2D
Astrochlamys bruneus,Rhincalanus gigas,1.6,0.02,3D
Astrochlamys bruneus,Calanus propinquus,1.6,0.0057,3D
Astrochlamys bruneus,Calanoides acutus,1.6,0.0055,3D
Astrochlamys bruneus,Metridia gerlachei,1.6,0.0023,3D
Astrochlamys bruneus,Paraeuchaeta antarctica,1.6,0.0081,3D
Astrochlamys bruneus,Conchoecia hettacra,1.6,4.4e-4,3D
Astrochlamys bruneus,Alacia hettacra,1.6,4.4e-4,2D
Astrochlamys bruneus,Alacia belgicae,1.6,4.4e-4,2D
Astrochlamys bruneus,Metaconchoecia isocheira,1.6,4.4e-4,2D
Astrochlamys bruneus,Boroecia antipoda,1.6,4.4e-4,2D
Astrochlamys bruneus,Conchoecia antipoda,1.6,4.4e-4,3D
Astrochlamys bruneus,Pelagobia longicirrata,1.6,0.0019,2D
Astrochlamys bruneus,Bargmannia,1.6,0.012,3D
Astrochlamys bruneus,Clione limacina,1.6,0.014,3D
Astrochlamys bruneus,Clione antarctica,1.6,0.1,3D
Astrochlamys bruneus,Clio pyramidata,1.6,0.017,3D
Astrochlamys bruneus,Limacina helicina antarctica,1.6,9.4e-5,3D
Gorgonocephalus chiliensis,Rhincalanus gigas,2.7,0.02,3D
Gorgonocephalus chiliensis,Calanus propinquus,2.7,0.0057,3D
Gorgonocephalus chiliensis,Calanoides acutus,2.7,0.0055,3D
Gorgonocephalus chiliensis,Metridia gerlachei,2.7,0.0023,3D
Gorgonocephalus chiliensis,Paraeuchaeta antarctica,2.7,0.0081,3D
Sterechinus neumayeri,Actinocyclus actinochilus,2.9,4.06e-11,2D
Sterechinus neumayeri,Actinocyclus spiritus,2.9,1.64e-11,2D
Sterechinus neumayeri,Actinocyclus utricularis,2.9,4.01e-12,2D
Sterechinus neumayeri,Azpeitia tabularis,2.9,1.14e-11,2D
Sterechinus neumayeri,Banquisia belgicae,2.9,4.01e-12,2D
Sterechinus neumayeri,Chaetoceros bulbosum,2.9,6.04e-13,2D
Sterechinus neumayeri,Chaetoceros concavicornis,2.9,4.01e-12,2D
Sterechinus neumayeri,Chaetoceros criophilum,2.9,4.01e-12,2D
Sterechinus neumayeri,Chaetoceros dichaeta,2.9,6.04e-13,2D
Sterechinus neumayeri,Chaetoceros flexuosum,2.9,1.67e-12,2D
Sterechinus neumayeri,Chaetoceros neglectum,2.9,9.11e-14,2D
Sterechinus neumayeri,Chaetoceros pelagicus,2.9,6.04e-13,2D
Sterechinus neumayeri,Chaetoceros socialis,2.9,1.71e-13,3D
Sterechinus neumayeri,Corethron criophilum,2.9,4.01e-12,2D
Sterechinus neumayeri,Coscinodiscus oculoides,2.9,1.59e-9,2D
Sterechinus neumayeri,Cylindrotheca closterium,2.9,4.89e-11,3D
Sterechinus neumayeri,Eucampia antarctica,2.9,7.29e-12,2D
Sterechinus neumayeri,Fragilariopsis curta,2.9,9.11e-14,2D
Sterechinus neumayeri,Fragilariopsis cylindrus,2.9,1.53e-14,2D
Sterechinus neumayeri,Fragilariopsis kerguelensis,2.9,3.29e-13,2D
Sterechinus neumayeri,Fragilariopsis linearis,2.9,4.53e-13,2D
Sterechinus neumayeri,Fragilariopsis nana,2.9,4.53e-13,2D
Sterechinus neumayeri,Fragilariopsis obliquecostata,2.9,4.53e-13,2D
Sterechinus neumayeri,Fragilariopsis pseudonana,2.9,9.11e-14,2D
Sterechinus neumayeri,Fragilariopsis rhombica,2.9,4.53e-13,2D
Sterechinus neumayeri,Fragilariopsis ritscheri,2.9,4.53e-13,2D
Sterechinus neumayeri,Fragilariopsis separanda,2.9,6.04e-13,2D
Sterechinus neumayeri,Fragilariopsis sublinearis,2.9,1.5e-13,2D
Sterechinus neumayeri,Fragilariopsis vanheurckii,2.9,9.11e-14,2D
Sterechinus neumayeri,Manguinea fusiformis,2.9,1.97e-10,2D
Sterechinus neumayeri,Manguinea rigida,2.9,9.1e-12,2D
Sterechinus neumayeri,Navicula glaciei,2.9,2.26e-14,2D
Sterechinus neumayeri,Navicula schefterae,2.9,2.26e-14,2D
Sterechinus neumayeri,Nitzschia kerguelensis,2.9,5.73e-12,2D
Sterechinus neumayeri,Nitzschia lecointei,2.9,4.63e-11,2D
Sterechinus neumayeri,Nitzschia neglecta,2.9,9.11e-14,2D
Sterechinus neumayeri,Odontella weissflogii,2.9,5.73e-12,2D
Sterechinus neumayeri,Porosira glacialis,2.9,2.94e-11,2D
Sterechinus neumayeri,Porosira pseudodenticulata,2.9,9.81e-11,2D
Sterechinus neumayeri,Proboscia alata,2.9,1.51e-12,2D
Sterechinus neumayeri,Proboscia inermi,2.9,9.94e-13,2D
Sterechinus neumayeri,Proboscia truncata,2.9,1.21e-11,2D
Sterechinus neumayeri,Pseudo-Nitzschia heimii,2.9,1.77e-10,2D
Sterechinus neumayeri,Pseudo-Nitzschia liniola,2.9,8.13e-10,2D
Sterechinus neumayeri,Pseudo-Nitzschia prolongatoides,2.9,3.74e-12,2D
Sterechinus neumayeri,Pseudo-Nitzschia subcurvata,2.9,2.22e-10,2D
Sterechinus neumayeri,Rhizosolenia antennata,2.9,7.78e-12,2D
Sterechinus neumayeri,Stellarima microtrias,2.9,1.01e-10,2D
Sterechinus neumayeri,Thalassiosira antarctica,2.9,1.14e-11,3D
Sterechinus neumayeri,Thalassiosira australis,2.9,2.57e-12,2D
Sterechinus neumayeri,Thalassiosira frenguelliopsis,2.9,3.54e-12,2D
Sterechinus neumayeri,Thalassiosira gracilis,2.9,2.57e-12,2D
Sterechinus neumayeri,Thalassiosira gracilis expecta,2.9,1.92e-11,2D
Sterechinus neumayeri,Thalassiosira gravida,2.9,5.2e-12,2D
Sterechinus neumayeri,Thalassiosira lentiginosa,2.9,6.35e-11,2D
Sterechinus neumayeri,Thalassiosira ritscheri,2.9,6.44e-11,2D
Sterechinus neumayeri,Thalassiosira trifulta,2.9,5.87e-12,2D
Sterechinus neumayeri,Thalassiosira tumida,2.9,6.54e-11,2D
Sterechinus neumayeri,Trichotoxon reinboldii,2.9,2.71e-13,2D
Sterechinus neumayeri,Cassidulinoides parkerianus,2.9,1.2e-9,2D
Sterechinus neumayeri,Cibicides refulgens,2.9,1.2e-9,2D
Sterechinus neumayeri,Globocassidulina crassa,2.9,1.2e-9,2D
Sterechinus neumayeri,Lenticulina antarctica,2.9,1.2e-9,2D
Sterechinus neumayeri,Neogloboquadriana pachyderma,2.9,1.2e-9,2D
Sterechinus neumayeri,Laetmonice producta,2.9,110,2D
Sterechinus neumayeri,Harmothoe spinosa,2.9,6.1,2D
Sterechinus neumayeri,Harmothoe crosetensis,2.9,5.8,2D
Sterechinus neumayeri,Harmotoe hartmanae,2.9,5.8,2D
Sterechinus neumayeri,Polyeunoa laevis,2.9,15,2D
Sterechinus neumayeri,Barrukia cristata,2.9,3.9,2D
Sterechinus neumayeri,Eulagisca gigantea,2.9,200,2D
Sterechinus neumayeri,Eunoe spica,2.9,4.2,2D
